Name,ProductPrice,ProductStyle,Fabric,Brand,FabricType,Silhouette,Season,Pattern,WashCase,ColorGroup,TotalSales,FirstMonthSale,SecondMonthSale
Polka dot floral print cotton voile contrast trim ,69.95,Dress,Cotton,eshakti,WOVEN,Fit-and-flare,,,MACHINE WASH,Pink,13,7,13
Floral print cotton poplin A-line dress,79.95,Dress,Cotton,eshakti,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Pink,3,23,3
Tie back neck floral eyelet cotton tiered dress,79.95,Dress,Eyelet,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,Off-white,1,1,1
Cotton sateen empire maxi dress,56.95,Dress,Sateen,WAYWARD FANCIES,WOVEN,Fit-and-flare,,,MACHINE WASH,Blue,6,11,6
Cotton sateen utility style shirtdress,79.95,Dress,Sateen,Zapelle,WOVEN,Shirtdress,,,MACHINE WASH,Red,4,1,4
Cotton sateen summer shirt,49.95,Top,Sateen,Zapelle,WOVEN,,,,MACHINE WASH,Blue,1,5,1
Cotton sateen bermuda shorts,44.95,Pant,Sateen,Zapelle,WOVEN,,,,MACHINE WASH,Blue,2,1,2
Cotton sateen pleated full skirt,54.95,Skirt,Sateen,Zapelle,WOVEN,,,,MACHINE WASH,Blue,1,3,1
Flutter sleeve stretch velvet wrap dress,79.95,Dress,Velvet,eshakti,WOVEN,Fit-and-flare,Fall Winter,,DRY CLEAN,Blue,2,0,2
Stretch velvet palazzo pants,79.95,Pant,Velvet,Zapelle,KNITS,,Fall Winter,,DRY CLEAN,Blue,1,1,1
Flutter sleeve stretch velvet wrap dress,99.95,Dress,Velvet,eshakti,WOVEN,Fit-and-flare,Fall Winter,,MACHINE WASH,Black,1,0,1
Puff sleeve stretch velvet wrap top,69.95,Top,Velvet,Zapelle,KNITS,,Fall Winter,,DRY CLEAN,Blue,1,1,1
Stretch velvet wrap jacket,99.95,Jacket,Velvet,Zapelle,KNITS,,Fall Winter,,DRY CLEAN,Red,1,0,1
Keyhole front smocked velvet dress,75.95,Dress,Velvet,eshakti,KNITS,Fit-and-flare,Fall Winter,,DRY CLEAN,Black,1,0,1
One shoulder stretch velvet  top,69.95,Top,Velvet,Zapelle,KNITS,,Fall Winter,,DRY CLEAN,Red,1,0,1
Flutter sleeve stretch velvet wrap dress,79.95,Dress,Velvet,eshakti,WOVEN,Fit-and-flare,Fall Winter,,DRY CLEAN,Blue,3,0,3
Flutter sleeve stretch velvet wrap dress,72.95,Dress,Velvet,eshakti,WOVEN,Fit-and-flare,Fall Winter,,DRY CLEAN,Red,1,0,1
Flutter sleeve stretch velvet wrap dress,79.95,Dress,Velvet,eshakti,WOVEN,Fit-and-flare,Fall Winter,,DRY CLEAN,Green,3,2,3
Ruched front stretch velvet dress,79.95,Dress,Velvet,eshakti,KNITS,Fit-and-flare,Fall Winter,,DRY CLEAN,Navy,1,0,1
Stretch velvet faux wrap dress,79.95,Dress,Velvet,eshakti,KNITS,Fit-and-flare,Fall Winter,,DRY CLEAN,Green,1,1,1
Stretch velvet pencil skirt,74.95,Skirt,Velvet,Zapelle,KNITS,,Fall Winter,,DRY CLEAN,Black,2,0,2
Stretch velvet tapered-leg pants,79.95,Pant,Velvet,Zapelle,KNITS,,Fall Winter,,DRY CLEAN,Green,1,0,1
Jasmine dress,59.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,,,DRY CLEAN,Black,2,9,2
Jasmine dress,99.95,Dress,Dupioni,NEWBURY STREET,WOVEN,Fit-and-flare,Year-Round,,hand wash or machine wash cold drip dry iron low w,White,2,6,2
Button-front peplum dupioni top,74.95,Top,Dupioni,Zapelle,WOVEN,,Year-Round,,hand wash or machine wash cold drip dry iron low w,Black,1,1,1
Dupioni pencil skirt,57.95,Skirt,Dupioni,Zapelle,WOVEN,,Year-Round,,MACHINE WASH,Black,5,11,5
Corset-style dupioni dress,119.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,Year-Round,,MACHINE WASH,Black,2,6,2
Cold shoulder dupioni A-line dress,109.95,Dress,Dupioni,eshakti,WOVEN,A-Line,Year-Round,,hand wash or machine wash cold drip dry iron low w,Black,3,3,3
Floral embroidery dupioni A-line dress,94.95,Dress,Dupioni,WAYWARD FANCIES,WOVEN,Fit-and-flare,,,MACHINE WASH,Black,1,3,1
Jasmine floral print dupioni dress,119.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,Spring Summer,Floral,hand wash or machine wash cold drip dry iron low w,Navy,1,2,1
Placed floral print dupioni dress,99.95,Dress,Dupioni,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,hand wash or machine wash cold drip dry iron low w,Black,2,2,2
Placed floral print dupioni dress,119.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,,Floral,hand wash or machine wash cold drip dry iron low w,Red,1,6,1
Floral embroidery dupioni maxi dress,99.95,Dress,Dupioni,WAYWARD FANCIES,WOVEN,Fit-and-flare,,,hand wash or machine wash cold drip dry iron low w,White,4,3,4
Pleated surplice floral print dupioni dress,99.95,Dress,Dupioni,eshakti,WOVEN,,Year-Round,,hand wash or machine wash cold drip dry iron low w,Black,1,1,1
Jasmine dress,129.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,Fall Winter,,hand wash or machine wash cold drip dry iron low w,Green,5,23,5
Floral print dupioni pleated full skirt,89.95,Skirt,Dupioni,WAYWARD FANCIES,WOVEN,,,,hand wash or machine wash cold drip dry iron low w,Gray,1,7,1
Floral embellished tulle and dupioni dress,114.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,,,hand wash,Black,1,3,1
High waisted dupioni maxi dress,104.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,Year-Round,,hand wash or machine wash cold drip dry iron low w,Black,3,2,3
Dragonfly embroidery dupioni dress,106.45,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,,,hand wash or machine wash cold drip dry iron low w,Navy,12,34,12
Floral print dupioni shirtdress,99.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,,,hand wash or machine wash cold drip dry iron low w,White,1,6,1
Paisley dot print dupioni shirtdress,99.95,Dress,Dupioni,eshakti,WOVEN,,,,hand wash or machine wash cold drip dry iron low w,Black,1,1,1
Dupioni pencil skirt,79.95,Skirt,Dupioni,eshakti,WOVEN,,Year-Round,,hand wash or machine wash cold drip dry iron low w,Navy,1,2,1
Paisley dot print dupioni shirt,74.95,Top,Dupioni,WAYWARD FANCIES,WOVEN,,,,hand wash or machine wash cold drip dry iron low w,Black,1,2,1
Floral print dupioni A-line dress,119.95,Dress,Dupioni,eshakti,WOVEN,,,,hand wash or machine wash cold drip dry iron low w,Black,1,1,1
Placed floral print dupioni tunic top,79.95,Top,Dupioni,WAYWARD FANCIES,WOVEN,,,,hand wash or machine wash cold drip dry iron low w,Navy,1,3,1
Floral print dupioni A-line dress,119.95,Dress,Dupioni,eshakti,WOVEN,,,,hand wash or machine wash cold drip dry iron low w,Black,2,3,2
Cutout back corset-style dupioni dress,119.95,Dress,Dupioni,WAYWARD FANCIES,WOVEN,Fit-and-flare,Spring Summer,,hand wash or machine wash cold drip dry iron low w,Pink,1,1,1
Crochet embroidery tulle and dupioni dress,139.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,Spring Summer,,hand wash or machine wash cold drip dry iron low w,Pink,4,4,4
Floral print dupioni A-line dress,119.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,Spring Summer,Floral,hand wash or machine wash cold drip dry iron low w,Pink,3,3,3
Jasmine dress,129.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,Spring Summer,Floral,hand wash or machine wash cold drip dry iron low w,Blue,7,4,7
Floral print dupioni fit-and-flare dress,119.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,Spring Summer,Floral,hand wash or machine wash cold drip dry iron low w,White,1,2,1
Floral print dupioni release pleat dress,119.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,,Floral,hand wash or machine wash cold drip dry iron low w,Black,1,3,1
Floral print dupioni release pleat dress,119.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,Spring Summer,Floral,hand wash or machine wash cold drip dry iron low w,Green,4,6,4
Tie neck polka dot print dupioni shift dress,74.95,Dress,Dupioni,Zapelle,WOVEN,Shift,Spring Summer,,hand wash or machine wash cold drip dry iron low w,Pink,4,13,4
Asymmetric pleat waist floral print dupioni dress,129.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,Spring Summer,Floral,hand wash or machine wash cold drip dry iron low w,Yellow,3,5,3
Tie neck polka dot print dupioni A-line dress,99.95,Dress,Dupioni,Zapelle,WOVEN,Shift,Spring Summer,,hand wash or machine wash cold drip dry iron low w,Beige,1,10,1
Floral print dupioni long jacket,59.95,Jacket,Dupioni,WAYWARD FANCIES,WOVEN,,,,hand wash or machine wash cold drip dry iron low w,Red,8,12,8
Stripe print dupioni long jacket,89.95,Jacket,Dupioni,WAYWARD FANCIES,WOVEN,,Spring Summer,,hand wash or machine wash cold drip dry iron low w,Red,1,3,1
Floral print dupioni pleated full skirt,89.95,Skirt,Dupioni,eshakti,WOVEN,,Fall Winter,,MACHINE WASH,Black,2,4,2
Banded stripe dupioni colorblock dress,109.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,Fall Winter,Stripes,hand wash or machine wash cold drip dry iron low w,Pink,4,3,4
Floral print dupioni pleated full skirt,59.95,Skirt,Dupioni,WAYWARD FANCIES,WOVEN,,Fall Winter,,hand wash or machine wash cold drip dry iron low w,Multi-colored,1,0,1
Polka dot print dupioni long jacket,99.95,Jacket,Dupioni,WAYWARD FANCIES,WOVEN,,Fall Winter,,hand wash or machine wash cold drip dry iron low w,Multi-colored,2,4,2
Floral applique dupioni skirt,89.95,Skirt,Dupioni,WAYWARD FANCIES,WOVEN,,Fall Winter,,hand wash or machine wash cold drip dry iron low w,Pink,1,1,1
Sheer tulle overlay floral print dupioni dress,129.95,Dress,Dupioni,WAYWARD FANCIES,WOVEN,Fit-and-flare,,,hand wash or machine wash cold drip dry iron low w,Black,5,6,5
Sequin applique tulle overlay dupioni A-line dress,114.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,,,hand wash or machine wash cold drip dry iron low w,Black,1,6,1
Jasmine dress,99.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,,,hand wash or machine wash cold drip dry iron low w,Red,1,2,1
Jasmine dress,99.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,,,hand wash or machine wash cold drip dry iron low w,Purple,1,0,1
Sheer mesh overlay ombre floral print dupioni dres,124.95,Dress,Dupioni,WAYWARD FANCIES,WOVEN,Fit-and-flare,,,hand wash or machine wash cold drip dry iron low w,Beige,1,0,1
Cross-hatch suiting shift dress,79.95,Dress,Suiting,Zapelle,WOVEN,Shift,Fall Winter,,MACHINE WASH,Red,2,3,2
Wide-leg cross hatch suiting pants,79.95,Pant,Suiting,Zapelle,WOVEN,,Fall Winter,,DRY CLEAN,Red,4,4,4
Cross hatch suiting wide-leg pants,79.95,Pant,Suiting,Zapelle,WOVEN,,Fall Winter,,DRY CLEAN,Black,4,2,4
Cross hatch suiting wrap jacket,69.95,Top,Suiting,Zapelle,WOVEN,,Fall Winter,,DRY CLEAN,Black,4,3,4
Cross-hatch suiting wide leg pants,79.95,Pant,Suiting,Zapelle,WOVEN,,,,MACHINE WASH,Red,1,1,1
Cross hatch suiting A-line dress,79.95,Dress,Suiting,eshakti,WOVEN,Fit-and-flare,,,MACHINE WASH,Black,1,4,1
Pinstripe twill suiting pencil skirt,79.95,Skirt,Suiting,Zapelle,WOVEN,,,,MACHINE WASH,Navy,1,1,1
Cross hatch suiting A-line dress,79.95,Dress,Suiting,eshakti,WOVEN,Fit-and-flare,,,MACHINE WASH,Red,1,4,1
Cross hatch suiting double button wrap dress,79.95,Dress,Suiting,eshakti,WOVEN,Fit-and-flare,,Graphic,MACHINE WASH,Black,2,7,2
Pinstripe twill suiting sheath dress,74.95,Dress,Suiting,Zapelle,WOVEN,Sheath,,Stripes,hand wash,Black,4,8,4
Cross hatch suiting wrap jacket,69.95,Top,Suiting,Zapelle,WOVEN,,,,DRY CLEAN,Red,1,2,1
Pinstripe twill button front jacket,89.95,Jacket,Suiting,Zapelle,WOVEN,,,,DRY CLEAN,Off-white,1,1,1
Cross hatch suiting pencil skirt,52.95,Skirt,Suiting,Zapelle,WOVEN,,,,MACHINE WASH,Black,5,4,5
Cross hatch suiting zip front jacket,74.95,Jacket,Suiting,Zapelle,WOVEN,,,,DRY CLEAN,Black,2,2,2
Pleated taffeta full skirt,79.95,Skirt,Taffeta,eshakti,WOVEN,,Fall Winter,,hand wash or machine wash cold drip dry iron low w,Green,1,1,1
Embellished cotton chambray belted dress,59.95,Dress,Chambray,eShakti,WOVEN,Fit-and-flare,,Graphic,MACHINE WASH,Indigo,14,17,14
Floral embellished empire cotton chambray dress,89.95,Dress,Chambray,WAYWARD FANCIES,WOVEN,Fit-and-flare,Year-Round,,MACHINE WASH,Indigo,7,17,7
Cotton chambray sash waist jogger pants,79.95,Pant,Chambray,Zapelle,WOVEN,,,,MACHINE WASH,Indigo,3,3,3
Floral embroidery cotton chambray wrap maxi dress,69.95,Dress,Chambray,WAYWARD FANCIES,WOVEN,Fit-and-flare,Spring Summer,,MACHINE WASH,Indigo,3,5,3
Leafy vine embroidery cotton chambray duster,89.95,Jacket,Chambray,WAYWARD FANCIES,WOVEN,,Year-Round,,MACHINE WASH,Indigo,1,3,1
Leafy vine embroidery cotton chambray peplum blous,34.95,Top,Chambray,WAYWARD FANCIES,WOVEN,,Year-Round,,MACHINE WASH,Indigo,9,4,9
Contrast trim cotton chambray faux wrap skirt,54.95,Skirt,Chambray,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,Indigo,5,26,5
Bow-tie belt cotton chambray shirtdress,59.95,Dress,Chambray,eshakti,WOVEN,Fit-and-flare,Year-Round,,MACHINE WASH,Indigo,1,0,1
Cotton chambray full flare skirt,49.95,Skirt,Chambray,eshakti,WOVEN,,,,MACHINE WASH,Indigo,4,7,4
Cotton chambray empire maxi dress,89.95,Dress,Chambray,WAYWARD FANCIES,WOVEN,Fit-and-flare,,,MACHINE WASH,Indigo,5,16,5
Filigree embellished cotton chambray dress,74.95,Dress,Chambray,eshakti,WOVEN,Fit-and-flare,,,MACHINE WASH,Indigo,5,12,5
Halter style sequin mesh dress,74.95,Dress,Metallic,Zapelle,WOVEN,Shift,,,DRY CLEAN,Black,1,0,1
Puff sleeve silk satin top,89.95,Top,100% Silk,Zapelle,WOVEN,,Fall Winter,,DRY CLEAN,Off-white,3,2,3
Flutter sleeve silk satin peplum blouse,89.95,Top,100% Silk,Zapelle,WOVEN,,Fall Winter,,DRY CLEAN,Off-white,1,0,1
Floral embroidery graphic print georgette ruched m,104.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,,,MACHINE WASH,Brown,1,0,1
Placed floral print georgette sash-tie dress,99.95,Dress,Georgette,eshakti,WOVEN,Fit-and-flare,Fall Winter,Floral,MACHINE WASH,Black,1,3,1
Pintuck pleat floral print georgette tunic,34.95,Top,Georgette,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,Pink,1,0,1
Leaf print georgette palazzo pants,99.95,Pant,Georgette,WAYWARD FANCIES,WOVEN,,Fall Winter,,MACHINE WASH,Black,3,12,3
Flutter sleeve polka dot print georgette wrap dres,99.95,Dress,Georgette,eshakti,WOVEN,Fit-and-flare,Fall Winter,,MACHINE WASH,Brown,1,5,1
Floral paisley print georgette surplice maxi dress,69.95,Dress,Georgette,eshakti,WOVEN,,,,MACHINE WASH,Beige,5,7,5
Floral paisley print georgette surplice maxi dress,69.95,Dress,Georgette,eshakti,WOVEN,Fit-and-flare,Fall Winter,Floral,MACHINE WASH,Red,3,19,3
Paint dot print georgette ruffle trim dress,64.95,Dress,Georgette,eshakti,WOVEN,Fit-and-flare,Spring Summer,,MACHINE WASH,Navy,5,9,5
Mixed polka dot print georgette surplice sash tie ,109.95,Dress,Georgette,eshakti,WOVEN,Fit-and-flare,Spring Summer,,MACHINE WASH,Brown,1,3,1
Ruffle floral print georgette tiered dress,99.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,Spring Summer,Floral,MACHINE WASH,Navy,3,4,3
Floral print georgette wrap dress,99.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,Spring Summer,,MACHINE WASH,Orange,3,4,3
Ruffle polka dot print georgette dress,99.95,Dress,Georgette,eshakti,WOVEN,,,,MACHINE WASH,White,1,4,1
Smocked waist floral print georgette maxi dress,74.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,Spring Summer,Floral,MACHINE WASH,Green,3,5,3
Floral print georgette wrap dress,119.95,Dress,Georgette,eshakti,WOVEN,Fit-and-flare,Fall Winter,Floral,MACHINE WASH,Navy,6,42,6
Ombre print georgette fit-and-flare dress,89.95,Dress,Georgette,eshakti,WOVEN,,,,MACHINE WASH,Pink,2,0,2
Flutter sleeve abstract print georgette wrap dress,99.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,Spring Summer,Graphic,MACHINE WASH,Pink,2,4,2
Tassel tie floral print georgette tiered dress,77.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,Blue,5,1,5
Floral print georgette surplice dress,103.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,Floral,MACHINE WASH,Black,1,7,1
Floral print georgette drawstring empire maxi dres,119.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,Floral,MACHINE WASH,Orange,4,15,4
Ditsy floral print georgette wrap dress,74.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,Spring Summer,Floral,MACHINE WASH,Green,5,10,5
Ditsy floral print georgette wrap dress,99.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,Floral,MACHINE WASH,Yellow,1,6,1
Polka dot print georgette shirtdress,79.95,Dress,Georgette,eshakti,WOVEN,Fit-and-flare,Spring Summer,,MACHINE WASH,Blue,9,17,9
Cutout back chilli print georgette peplum top,74.95,Top,Georgette,WAYWARD FANCIES,WOVEN,,Spring Summer,,MACHINE WASH,Pink,1,0,1
Ruffle floral bird print georgette tiered dress,84.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,Spring Summer,Floral,MACHINE WASH,Blue,4,13,4
Floral print georgette surplice dress,89.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,Floral,MACHINE WASH,Green,3,17,3
Floral print georgette surplice dress,119.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,Floral,MACHINE WASH,Red,6,13,6
Ombre print georgette knot waist dress,67.95,Dress,Georgette,eshakti,WOVEN,Fit-and-flare,Fall Winter,,MACHINE WASH,Red,2,23,2
Floral print georgette cutout back dress,99.95,Dress,Georgette,eshakti,WOVEN,Fit-and-flare,Fall Winter,Floral,MACHINE WASH,Yellow,1,0,1
Ruffle sleeve floral print georgette wrap top,39.95,Top,Georgette,WAYWARD FANCIES,WOVEN,,Fall Winter,,MACHINE WASH,Brown,2,16,2
Tapestry print georgette tunic,44.95,Top,Georgette,WAYWARD FANCIES,WOVEN,,Fall Winter,,MACHINE WASH,Off-white,7,10,7
Asymmetric puff sleeve floral print georgette blou,74.95,Top,Georgette,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,Navy,1,0,1
Graphic floral print georgette smocked peplum blou,74.95,Top,Georgette,WAYWARD FANCIES,WOVEN,,Fall Winter,,MACHINE WASH,Navy,3,7,3
Ombre print georgette halterneck maxi dress,99.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,,MACHINE WASH,Navy,3,7,3
Polka dot print georgette high-low dress,99.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,,MACHINE WASH,Green,2,5,2
Bow tie cat print georgette dress,64.95,Dress,Georgette,eshakti,WOVEN,Fit-and-flare,Fall Winter,,MACHINE WASH,Black,4,14,4
Graphic cat print georgette shirt,36.95,Top,Georgette,Zapelle,WOVEN,,Fall Winter,,MACHINE WASH,Navy,7,12,7
Polka dot print georgette ruffle tier dress,89.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,,MACHINE WASH,Brown,2,0,2
Polka dot print georgette pleat dress,89.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,,,MACHINE WASH,White,1,6,1
Puff sleeve polka dot print georgette wrap dress,89.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,,,MACHINE WASH,Black,2,2,2
Pintuck pleat floral print georgette ruffle frill ,74.95,Top,Georgette,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,Red,2,2,2
Floral print georgette elastic tie waist dress,99.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Red,2,3,2
Flared sleeve floral print georgette blouse,74.95,Top,Georgette,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,Red,1,2,1
Asymmetric flounce hem floral print georgette skir,89.95,Skirt,Georgette,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,Red,1,0,1
Placed floral print georgette sash-tie dress,99.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Navy,1,3,1
Floral print georgette ruffle dress,99.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Red,1,0,1
Plunge floral print georgette dress,129.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Green,23,50,23
Banded empire floral print georgette dress,99.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Off-white,1,0,1
Rose print georgette faux wrap dress,99.95,Dress,Georgette,eshakti,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,White,2,1,2
Ruffle trim floral print georgette peplum blouse,74.95,Top,Georgette,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,Red,3,6,3
Floral print georgette pleat dress,89.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Red,1,0,1
Ombre placed floral print georgette empire maxi dr,99.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Green,2,7,2
Dolman sleeve floral print georgette dress,119.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Navy,2,9,2
Plunge floral print georgette empire peplum top,74.95,Top,Georgette,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,Green,4,3,4
Sequin embellished floral print georgette sash tie,104.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Black,1,1,1
Plunge floral print georgette dress,99.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Black,2,0,2
Dolman sleeve paint dot print georgette blouse,74.95,Top,Georgette,Zapelle,WOVEN,,,,MACHINE WASH,Navy,1,1,1
Toile print georgette smocked waist maxi dress,79.95,Dress,Georgette,eshakti,WOVEN,Fit-and-flare,,,MACHINE WASH,White,11,6,11
Plunge floral print georgette dress,72.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Blue,3,1,3
Floral tile print georgette pintuck shift dress,79.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Shift,,Floral,MACHINE WASH,Navy,13,38,13
Toile print georgette high-low ruffle flounce dres,84.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,,,MACHINE WASH,Blue,1,7,1
Cross-hatch suiting belted shirtdress,69.95,Dress,Polyester,eshakti,WOVEN,Fit-and-flare,Fall Winter,,MACHINE WASH,Black,2,13,2
Cross-hatch suiting belted jacket,79.95,Jacket,Polyester,Zapelle,WOVEN,,Fall Winter,,MACHINE WASH,Navy,3,1,3
Wide leg cross hatch suiting pants,69.95,Pant,Polyester,Zapelle,WOVEN,,Fall Winter,,MACHINE WASH,Navy,6,3,6
Cross-hatch suiting belted shirtdress,82.95,Dress,Polyester,eshakti,WOVEN,Fit-and-flare,Fall Winter,,MACHINE WASH,Navy,6,8,6
Vibrant corset-style dupioni dress,99.95,Dress,Polyester,eshakti,WOVEN,Fit-and-flare,Fall Winter,,MACHINE WASH,Green,2,0,2
Jasmine dress,129.95,Dress,Polyester,eshakti,WOVEN,Fit-and-flare,Fall Winter,,hand wash or machine wash cold drip dry iron low w,Green,1,3,1
Polka dot print georgette shirtdress,99.95,Dress,Polyester,eshakti,WOVEN,,,,MACHINE WASH,Brown,2,1,2
Cross-hatch suiting shift dress,69.95,Dress,Polyester,Zapelle,WOVEN,Shift,Fall Winter,,MACHINE WASH,Navy,1,1,1
Tie waist floral print georgette layered top,74.95,Top,Polyester,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,Violet,1,0,1
Button front ponte knit sailor pants,89.95,Pant,Ponte Knit,Zapelle,KNITS,,,,MACHINE WASH,Black,2,3,2
Faux-button front ponte knit pencil skirt,79.95,Skirt,Ponte Knit,Zapelle,KNITS,,,,MACHINE WASH,Red,1,1,1
Ponte knit flared leg pants,89.95,Pant,Ponte Knit,Zapelle,KNITS,,,,MACHINE WASH,Navy,3,1,3
Gold-tone button ponte knit wide-leg pants,89.95,Pant,Ponte Knit,Zapelle,KNITS,,,,MACHINE WASH,Navy,2,4,2
Crushed floral hand block print cotton empire dres,59.95,Dress,100% Cotton,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Green,2,6,2
Ruffle frill floral hand block print cotton shirt,54.95,Top,100% Cotton,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,Pink,1,0,1
Ruffle frill floral hand block print cotton shorts,39.95,Pant,100% Cotton,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,Pink,2,1,2
Floral hand block print cotton empire tiered dress,64.95,Dress,100% Cotton,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Blue,1,5,1
Floral embroidery hand block print cotton wide leg,89.95,Pant,100% Cotton,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,Gray,1,4,1
Double gauze cotton sash-tie shirtdress,79.95,Dress,100% Cotton,Zapelle,WOVEN,Shirtdress,,,MACHINE WASH,Red,3,6,3
